gene_name,control_females_max_transcript_counts,control_males_max_transcript_counts,exposed_females_max_transcript_counts,exposed_males_max_transcript_counts,max_transcript_counts,females_controls_predom_isoform,females_exposed_predom_isoform,males_controls_predom_isoform,males_exposed_predom_isoform
LOC111099327,1,1,1,1,1,rna-XM_022430681.1,rna-XM_022430681.1,rna-XM_022430681.1,rna-XM_022430681.1
LOC111099343,1,1,1,1,1,rna-XM_022430682.1,rna-XM_022430682.1,rna-XM_022430682.1,rna-XM_022430682.1
LOC111099359,1,1,1,1,1,rna-XM_022430683.1,rna-XM_022430683.1,rna-XM_022430683.1,rna-XM_022430683.1
LOC111099375,3,3,3,3,3,rna-XM_022430686.1,rna-XM_022430686.1,rna-XM_022430685.1,rna-XM_022430685.1
LOC111099408,1,1,1,1,1,rna-XR_002633664.1,rna-XR_002633664.1,rna-XR_002633664.1,rna-XR_002633664.1
LOC111099409,0,1,1,1,1,rna-XM_022430688.1,rna-XM_022430688.1,rna-XM_022430688.1,rna-XM_022430688.1
LOC111099410,1,1,1,1,1,rna-XM_022430691.1,rna-XM_022430691.1,rna-XM_022430691.1,rna-XM_022430691.1
LOC111099411,1,1,1,1,1,rna-XR_002633665.1,rna-XR_002633665.1,rna-XR_002633665.1,rna-XR_002633665.1
LOC111099412,0,1,1,1,1,rna-XR_002633666.1,rna-XR_002633666.1,rna-XR_002633666.1,rna-XR_002633666.1
LOC111099413,1,1,1,1,1,rna-XM_022430690.1,rna-XM_022430690.1,rna-XM_022430690.1,rna-XM_022430690.1
LOC111099414,1,1,1,1,1,rna-XM_022430692.1,rna-XM_022430692.1,rna-XM_022430692.1,rna-XM_022430692.1
LOC111099415,2,1,2,2,2,rna-XM_022430694.1,rna-XM_022430694.1,rna-XM_022430694.1,rna-XM_022430694.1
LOC111099416,1,1,1,1,1,rna-XR_002633667.1,rna-XR_002633667.1,rna-XR_002633667.1,rna-XR_002633667.1
LOC111099417,1,1,1,1,1,rna-XM_022430695.1,rna-XM_022430695.1,rna-XM_022430695.1,rna-XM_022430695.1
LOC111099418,1,1,1,1,1,rna-XM_022430696.1,rna-XM_022430696.1,rna-XM_022430696.1,rna-XM_022430696.1
LOC111099419,1,1,1,1,1,rna-XM_022430697.1,rna-XM_022430697.1,rna-XM_022430697.1,rna-XM_022430697.1
LOC111099420,3,3,3,3,3,rna-XM_022430700.1,rna-XM_022430700.1,rna-XM_022430710.1,rna-XM_022430710.1
LOC111099421,1,1,1,1,1,rna-XM_022430698.1,rna-XM_022430698.1,rna-XM_022430698.1,rna-XM_022430698.1
LOC111099422,1,1,1,1,1,rna-XR_002633668.1,rna-XR_002633668.1,rna-XR_002633668.1,rna-XR_002633668.1
LOC111099423,1,1,1,1,1,rna-XM_022430699.1,rna-XM_022430699.1,rna-XM_022430699.1,rna-XM_022430699.1
LOC111099424,1,1,1,1,1,rna-XM_022430701.1,rna-XM_022430701.1,rna-XM_022430701.1,rna-XM_022430701.1
LOC111099425,1,0,1,0,1,rna-XM_022430702.1,rna-XM_022430702.1,rna-XM_022430702.1,rna-XM_022430702.1
LOC111099426,3,3,3,3,3,rna-XM_022430705.1,rna-XM_022430706.1,rna-XM_022430707.1,rna-XM_022430707.1
LOC111099427,2,2,2,2,2,rna-XM_022430708.1,rna-XM_022430708.1,rna-XM_022430708.1,rna-XM_022430708.1
LOC111099428,1,1,1,1,1,rna-XM_022430711.1,rna-XM_022430711.1,rna-XM_022430711.1,rna-XM_022430711.1
LOC111099429,1,1,1,1,1,rna-XM_022430712.1,rna-XM_022430712.1,rna-XM_022430712.1,rna-XM_022430712.1
LOC111099430,1,1,1,2,2,rna-XM_022430713.1,rna-XM_022430713.1,rna-XM_022430713.1,rna-XM_022430713.1
LOC111099431,1,0,1,0,1,rna-XR_002633669.1,rna-XR_002633669.1,rna-XR_002633669.1,rna-XR_002633669.1
LOC111099432,1,1,1,1,1,rna-XM_022430715.1,rna-XM_022430715.1,rna-XM_022430715.1,rna-XM_022430715.1
LOC111099433,1,1,1,1,1,rna-XR_002633670.1,rna-XR_002633670.1,rna-XR_002633670.1,rna-XR_002633670.1
LOC111099434,1,1,1,1,1,rna-XM_022430717.1,rna-XM_022430717.1,rna-XM_022430717.1,rna-XM_022430717.1
LOC111099435,0,0,0,1,1,rna-XR_002633671.1,rna-XR_002633671.1,rna-XR_002633671.1,rna-XR_002633671.1
LOC111099436,1,1,1,1,1,rna-XM_022430718.1,rna-XM_022430718.1,rna-XM_022430718.1,rna-XM_022430718.1
LOC111099437,1,1,1,1,1,rna-XM_022430719.1,rna-XM_022430719.1,rna-XM_022430719.1,rna-XM_022430719.1
LOC111099438,1,1,3,1,3,rna-XM_022430722.1,rna-XM_022430722.1,rna-XM_022430722.1,rna-XM_022430722.1
LOC111099439,1,1,1,1,1,rna-XM_022430725.1,rna-XM_022430725.1,rna-XM_022430725.1,rna-XM_022430725.1
LOC111099440,1,1,1,1,1,rna-XR_002633672.1,rna-XR_002633672.1,rna-XR_002633672.1,rna-XR_002633672.1
LOC111099441,1,0,0,1,1,rna-XR_002633673.1,rna-XR_002633673.1,rna-XR_002633673.1,rna-XR_002633673.1
LOC111099442,1,1,1,1,1,rna-XM_022430723.1,rna-XM_022430723.1,rna-XM_022430723.1,rna-XM_022430723.1
LOC111099443,2,2,2,1,2,rna-XM_022430724.1,rna-XM_022430724.1,rna-XM_022430726.1,rna-XM_022430726.1
LOC111099444,1,1,1,1,1,rna-XR_002633674.1,rna-XR_002633674.1,rna-XR_002633674.1,rna-XR_002633674.1
LOC111099445,1,1,1,1,1,rna-XR_002633675.1,rna-XR_002633675.1,rna-XR_002633675.1,rna-XR_002633675.1
LOC111099446,1,1,1,1,1,rna-XM_022430727.1,rna-XM_022430727.1,rna-XM_022430727.1,rna-XM_022430727.1
LOC111099447,1,1,1,1,1,rna-XM_022430728.1,rna-XM_022430728.1,rna-XM_022430728.1,rna-XM_022430728.1
LOC111099448,1,1,1,1,1,rna-XM_022430761.1,rna-XM_022430761.1,rna-XM_022430761.1,rna-XM_022430761.1
LOC111099449,1,1,1,1,1,rna-XM_022430729.1,rna-XM_022430729.1,rna-XM_022430729.1,rna-XM_022430729.1
LOC111099450,3,2,2,3,3,rna-XM_022430731.1,rna-XM_022430731.1,rna-XM_022430731.1,rna-XM_022430731.1
LOC111099451,1,1,1,1,1,rna-XM_022430735.1,rna-XM_022430735.1,rna-XM_022430735.1,rna-XM_022430735.1
LOC111099452,0,0,0,1,1,rna-XR_002633676.1,rna-XR_002633676.1,rna-XR_002633676.1,rna-XR_002633676.1
LOC111099453,1,1,1,1,1,rna-XM_022430733.1,rna-XM_022430733.1,rna-XM_022430733.1,rna-XM_022430733.1
LOC111099454,1,1,1,1,1,rna-XM_022430734.1,rna-XM_022430734.1,rna-XM_022430734.1,rna-XM_022430734.1
LOC111099455,1,1,1,1,1,rna-XM_022430736.1,rna-XM_022430736.1,rna-XM_022430736.1,rna-XM_022430736.1
LOC111099456,0,0,1,0,1,rna-XM_022430737.1,rna-XM_022430737.1,rna-XM_022430737.1,rna-XM_022430737.1
LOC111099457,11,4,10,11,11,rna-XR_002633678.1,rna-XR_002633686.1,rna-XR_002633677.1,rna-XR_002633680.1
LOC111099458,4,4,4,4,4,rna-XM_022430741.1,rna-XM_022430741.1,rna-XM_022430741.1,rna-XM_022430741.1
LOC111099459,2,2,2,2,2,rna-XM_022430743.1,rna-XM_022430743.1,rna-XM_022430752.1,rna-XM_022430752.1
LOC111099460,2,2,2,2,2,rna-XM_022430742.1,rna-XM_022430742.1,rna-XM_022430742.1,rna-XM_022430742.1
LOC111099461,1,1,1,1,1,rna-XM_022430745.1,rna-XM_022430745.1,rna-XM_022430745.1,rna-XM_022430745.1
LOC111099462,1,1,1,1,1,rna-XM_022430746.1,rna-XM_022430746.1,rna-XM_022430746.1,rna-XM_022430746.1
LOC111099463,1,1,1,2,2,rna-XM_022430750.1,rna-XM_022430747.1,rna-XM_022430750.1,rna-XM_022430750.1
LOC111099464,2,1,2,2,2,rna-XM_022430751.1,rna-XM_022430751.1,rna-XM_022430751.1,rna-XM_022430751.1
LOC111099465,1,2,1,2,2,rna-XM_022430754.1,rna-XM_022430754.1,rna-XM_022430754.1,rna-XM_022430754.1
LOC111099466,1,1,0,1,1,rna-XM_022430755.1,rna-XM_022430755.1,rna-XM_022430755.1,rna-XM_022430755.1
LOC111099467,2,2,2,2,2,rna-XR_002633689.1,rna-XR_002633689.1,rna-XR_002633689.1,rna-XR_002633689.1
LOC111099468,1,1,1,1,1,rna-XM_022430756.1,rna-XM_022430756.1,rna-XM_022430756.1,rna-XM_022430756.1
LOC111099469,1,1,1,1,1,rna-XM_022430757.1,rna-XM_022430757.1,rna-XM_022430757.1,rna-XM_022430757.1
LOC111099470,1,1,1,1,1,rna-XM_022430758.1,rna-XM_022430758.1,rna-XM_022430758.1,rna-XM_022430758.1
LOC111099471,1,1,1,1,1,rna-XM_022430762.1,rna-XM_022430762.1,rna-XM_022430762.1,rna-XM_022430762.1
LOC111099472,1,1,1,1,1,rna-XR_002633691.1,rna-XR_002633691.1,rna-XR_002633691.1,rna-XR_002633691.1
LOC111099473,1,1,1,1,1,rna-XM_022430759.1,rna-XM_022430759.1,rna-XM_022430759.1,rna-XM_022430759.1
LOC111099474,1,1,1,1,1,rna-XM_022430760.1,rna-XM_022430760.1,rna-XM_022430760.1,rna-XM_022430760.1
LOC111099475,1,1,1,1,1,rna-XM_022430763.1,rna-XM_022430763.1,rna-XM_022430763.1,rna-XM_022430763.1
LOC111099476,2,2,1,2,2,rna-XM_022430764.1,rna-XM_022430765.1,rna-XM_022430764.1,rna-XM_022430764.1
LOC111099477,1,1,1,1,1,rna-XM_022430766.1,rna-XM_022430766.1,rna-XM_022430766.1,rna-XM_022430766.1
LOC111099478,1,1,1,1,1,rna-XM_022430767.1,rna-XM_022430767.1,rna-XM_022430767.1,rna-XM_022430767.1
LOC111099479,2,2,2,2,2,rna-XM_022430768.1,rna-XM_022430768.1,rna-XM_022430768.1,rna-XM_022430768.1
LOC111099480,1,1,1,1,1,rna-XM_022430770.1,rna-XM_022430770.1,rna-XM_022430770.1,rna-XM_022430770.1
LOC111099481,3,3,3,3,3,rna-XM_022430775.1,rna-XM_022430775.1,rna-XM_022430784.1,rna-XM_022430784.1
LOC111099482,0,1,1,1,1,rna-XM_022430771.1,rna-XM_022430771.1,rna-XM_022430771.1,rna-XM_022430771.1
LOC111099483,4,3,4,4,4,rna-XM_022430772.1,rna-XM_022430773.1,rna-XM_022430772.1,rna-XM_022430772.1
LOC111099484,1,1,1,1,1,rna-XM_022430777.1,rna-XM_022430777.1,rna-XM_022430777.1,rna-XM_022430777.1
LOC111099485,1,1,1,1,1,rna-XM_022430778.1,rna-XM_022430778.1,rna-XM_022430778.1,rna-XM_022430778.1
LOC111099486,0,0,0,2,2,rna-XM_022430779.1,rna-XM_022430779.1,rna-XM_022430779.1,rna-XM_022430779.1
LOC111099487,1,1,1,1,1,rna-XR_002633692.1,rna-XR_002633692.1,rna-XR_002633692.1,rna-XR_002633692.1
LOC111099488,0,0,1,1,1,rna-XR_002633693.1,rna-XR_002633694.1,rna-XR_002633693.1,rna-XR_002633693.1
LOC111099489,1,1,1,1,1,rna-XM_022430787.1,rna-XM_022430787.1,rna-XM_022430787.1,rna-XM_022430787.1
LOC111099490,2,1,2,2,2,rna-XM_022430788.1,rna-XM_022430788.1,rna-XM_022430788.1,rna-XM_022430788.1
LOC111099491,0,1,1,1,1,rna-XM_022430790.1,rna-XM_022430790.1,rna-XM_022430790.1,rna-XM_022430790.1
LOC111099492,2,2,2,2,2,rna-XR_002633695.1,rna-XR_002633695.1,rna-XR_002633695.1,rna-XR_002633695.1
LOC111099493,1,1,1,1,1,rna-XM_022430793.1,rna-XM_022430793.1,rna-XM_022430793.1,rna-XM_022430793.1
LOC111099494,1,1,1,1,1,rna-XM_022430794.1,rna-XM_022430794.1,rna-XM_022430794.1,rna-XM_022430794.1
LOC111099495,1,1,1,1,1,rna-XM_022430795.1,rna-XM_022430795.1,rna-XM_022430795.1,rna-XM_022430795.1
LOC111099496,2,2,2,2,2,rna-XM_022430796.1,rna-XM_022430796.1,rna-XM_022430797.1,rna-XM_022430796.1
LOC111099497,1,1,0,1,1,rna-XM_022430799.1,rna-XM_022430799.1,rna-XM_022430799.1,rna-XM_022430799.1
LOC111099498,2,1,1,2,2,rna-XM_022430800.1,rna-XM_022430800.1,rna-XM_022430800.1,rna-XM_022430800.1
LOC111099499,0,1,1,1,1,rna-XM_022430802.1,rna-XM_022430802.1,rna-XM_022430802.1,rna-XM_022430802.1
LOC111099500,1,1,1,1,1,rna-XM_022430803.1,rna-XM_022430803.1,rna-XM_022430803.1,rna-XM_022430803.1
LOC111099501,0,0,1,0,1,rna-XM_022430804.1,rna-XM_022430804.1,rna-XM_022430804.1,rna-XM_022430804.1
LOC111099502,1,1,1,1,1,rna-XM_022430811.1,rna-XM_022430811.1,rna-XM_022430811.1,rna-XM_022430811.1
LOC111099503,1,1,1,1,1,rna-XM_022430808.1,rna-XM_022430808.1,rna-XM_022430808.1,rna-XM_022430808.1
LOC111099504,3,4,3,4,4,rna-XM_022430809.1,rna-XM_022430813.1,rna-XM_022430810.1,rna-XM_022430810.1
LOC111099505,1,1,1,1,1,rna-XR_002633697.1,rna-XR_002633697.1,rna-XR_002633697.1,rna-XR_002633697.1
LOC111099506,2,2,2,2,2,rna-XM_022430815.1,rna-XM_022430814.1,rna-XM_022430814.1,rna-XM_022430814.1
LOC111099507,1,1,1,1,1,rna-XM_022430816.1,rna-XM_022430816.1,rna-XM_022430816.1,rna-XM_022430816.1
LOC111099508,2,1,1,2,2,rna-XM_022430817.1,rna-XR_002633698.1,rna-XR_002633698.1,rna-XR_002633698.1
LOC111099509,1,1,1,1,1,rna-XM_022430822.1,rna-XM_022430822.1,rna-XM_022430822.1,rna-XM_022430822.1
LOC111099510,1,1,1,1,1,rna-XM_022430819.1,rna-XM_022430819.1,rna-XM_022430819.1,rna-XM_022430819.1
LOC111099511,2,2,2,2,2,rna-XM_022430820.1,rna-XM_022430820.1,rna-XM_022430820.1,rna-XM_022430821.1
LOC111099512,1,1,1,1,1,rna-XR_002633699.1,rna-XR_002633699.1,rna-XR_002633699.1,rna-XR_002633699.1
LOC111099513,1,1,1,1,1,rna-XM_022430823.1,rna-XM_022430823.1,rna-XM_022430823.1,rna-XM_022430823.1
LOC111099514,1,1,1,1,1,rna-XM_022430824.1,rna-XM_022430824.1,rna-XM_022430824.1,rna-XM_022430824.1
LOC111099515,1,1,1,1,1,rna-XM_022430825.1,rna-XM_022430826.1,rna-XM_022430826.1,rna-XM_022430826.1
LOC111099516,1,1,1,1,1,rna-XM_022430828.1,rna-XM_022430828.1,rna-XM_022430828.1,rna-XM_022430828.1
LOC111099517,2,2,2,2,2,rna-XM_022430829.1,rna-XM_022430829.1,rna-XM_022430829.1,rna-XM_022430829.1
LOC111099518,4,3,2,3,4,rna-XM_022430854.1,rna-XM_022430854.1,rna-XM_022430854.1,rna-XM_022430854.1
LOC111099519,2,2,2,2,2,rna-XM_022430832.1,rna-XM_022430832.1,rna-XM_022430831.1,rna-XM_022430831.1
LOC111099520,0,1,1,1,1,rna-XR_002633700.1,rna-XR_002633700.1,rna-XR_002633700.1,rna-XR_002633700.1
LOC111099521,1,1,1,1,1,rna-XM_022430833.1,rna-XM_022430833.1,rna-XM_022430833.1,rna-XM_022430833.1
LOC111099522,1,1,1,1,1,rna-XM_022430835.1,rna-XM_022430835.1,rna-XM_022430835.1,rna-XM_022430835.1
LOC111099523,1,1,1,1,1,rna-XM_022430836.1,rna-XM_022430836.1,rna-XM_022430836.1,rna-XM_022430836.1
LOC111099524,1,1,1,1,1,rna-XM_022430837.1,rna-XM_022430837.1,rna-XM_022430837.1,rna-XM_022430837.1
LOC111099525,1,1,1,1,1,rna-XR_002633701.1,rna-XR_002633701.1,rna-XR_002633701.1,rna-XR_002633701.1
LOC111099526,1,1,1,1,1,rna-XM_022430838.1,rna-XM_022430838.1,rna-XM_022430838.1,rna-XM_022430838.1
LOC111099527,1,1,1,1,1,rna-XM_022430839.1,rna-XM_022430839.1,rna-XM_022430839.1,rna-XM_022430839.1
LOC111099528,1,1,1,1,1,rna-XM_022430840.1,rna-XM_022430840.1,rna-XM_022430840.1,rna-XM_022430840.1
LOC111099529,1,1,1,1,1,rna-XM_022430875.1,rna-XM_022430875.1,rna-XM_022430875.1,rna-XM_022430875.1
LOC111099530,1,1,1,1,1,rna-XR_002633702.1,rna-XR_002633702.1,rna-XR_002633702.1,rna-XR_002633702.1
LOC111099531,1,1,1,1,1,rna-XM_022430842.1,rna-XM_022430842.1,rna-XM_022430842.1,rna-XM_022430842.1
LOC111099532,2,1,2,1,2,rna-XM_022430844.1,rna-XM_022430844.1,rna-XR_002633703.1,rna-XR_002633703.1
LOC111099533,1,1,1,1,1,rna-XM_022430845.1,rna-XM_022430845.1,rna-XM_022430845.1,rna-XM_022430845.1
LOC111099534,1,1,1,1,1,rna-XM_022430846.1,rna-XM_022430846.1,rna-XM_022430846.1,rna-XM_022430846.1
LOC111099535,1,1,1,1,1,rna-XM_022430847.1,rna-XM_022430847.1,rna-XM_022430847.1,rna-XM_022430847.1
LOC111099536,1,1,1,1,1,rna-XM_022430849.1,rna-XM_022430849.1,rna-XM_022430849.1,rna-XM_022430849.1
LOC111099537,2,1,1,1,2,rna-XM_022430850.1,rna-XM_022430850.1,rna-XM_022430850.1,rna-XM_022430850.1
LOC111099538,1,1,1,1,1,rna-XR_002633705.1,rna-XR_002633705.1,rna-XR_002633705.1,rna-XR_002633705.1
LOC111099539,1,1,1,1,1,rna-XM_022430852.1,rna-XM_022430852.1,rna-XM_022430852.1,rna-XM_022430852.1
LOC111099540,1,1,1,1,1,rna-XM_022430853.1,rna-XM_022430853.1,rna-XM_022430853.1,rna-XM_022430853.1
LOC111099541,1,1,1,1,1,rna-XR_002633706.1,rna-XR_002633706.1,rna-XR_002633706.1,rna-XR_002633706.1
LOC111099542,2,1,0,1,2,rna-XM_022430855.1,rna-XM_022430855.1,rna-XM_022430855.1,rna-XM_022430855.1
LOC111099543,1,1,1,1,1,rna-XM_022430857.1,rna-XM_022430857.1,rna-XM_022430857.1,rna-XM_022430857.1
LOC111099544,1,1,1,1,1,rna-XM_022430858.1,rna-XM_022430858.1,rna-XM_022430858.1,rna-XM_022430858.1
LOC111099545,1,1,1,1,1,rna-XM_022430859.1,rna-XM_022430859.1,rna-XM_022430859.1,rna-XM_022430859.1
LOC111099546,0,0,0,1,1,rna-XM_022430860.1,rna-XM_022430860.1,rna-XM_022430860.1,rna-XM_022430860.1
LOC111099547,1,1,1,1,1,rna-XM_022430861.1,rna-XM_022430861.1,rna-XM_022430861.1,rna-XM_022430861.1
LOC111099548,1,1,1,1,1,rna-XM_022430865.1,rna-XM_022430865.1,rna-XM_022430865.1,rna-XM_022430865.1
LOC111099549,2,2,3,3,3,rna-XM_022430862.1,rna-XM_022430862.1,rna-XM_022430862.1,rna-XM_022430864.1
LOC111099550,1,1,1,2,2,rna-XR_002633707.1,rna-XR_002633707.1,rna-XR_002633707.1,rna-XR_002633707.1
LOC111099551,2,2,1,2,2,rna-XM_022430866.1,rna-XM_022430866.1,rna-XM_022430866.1,rna-XM_022430866.1
LOC111099552,1,1,1,1,1,rna-XM_022430868.1,rna-XM_022430868.1,rna-XM_022430868.1,rna-XM_022430868.1
LOC111099553,1,1,1,1,1,rna-XM_022430869.1,rna-XM_022430869.1,rna-XM_022430869.1,rna-XM_022430869.1
LOC111099554,1,1,1,1,1,rna-XM_022430870.1,rna-XM_022430870.1,rna-XM_022430870.1,rna-XM_022430870.1
LOC111099555,1,1,1,1,1,rna-XM_022430871.1,rna-XM_022430871.1,rna-XM_022430871.1,rna-XM_022430871.1
LOC111099556,1,1,1,1,1,rna-XM_022430872.1,rna-XM_022430872.1,rna-XM_022430872.1,rna-XM_022430872.1
LOC111099557,2,2,2,2,2,rna-XM_022430876.1,rna-XM_022430876.1,rna-XM_022430876.1,rna-XM_022430876.1
LOC111099558,1,1,1,1,1,rna-XM_022430873.1,rna-XM_022430873.1,rna-XM_022430873.1,rna-XM_022430873.1
LOC111099559,1,1,1,1,1,rna-XM_022430874.1,rna-XM_022430874.1,rna-XM_022430874.1,rna-XM_022430874.1
LOC111099560,1,1,1,1,1,rna-XR_002633709.1,rna-XR_002633709.1,rna-XR_002633709.1,rna-XR_002633709.1
LOC111099561,1,1,1,1,1,rna-XR_002633710.1,rna-XR_002633710.1,rna-XR_002633710.1,rna-XR_002633710.1
LOC111099562,0,1,1,1,1,rna-XR_002633711.1,rna-XR_002633711.1,rna-XR_002633711.1,rna-XR_002633711.1
LOC111099563,1,1,1,1,1,rna-XM_022430877.1,rna-XM_022430877.1,rna-XM_022430877.1,rna-XM_022430877.1
LOC111099564,1,1,1,1,1,rna-XM_022430880.1,rna-XM_022430880.1,rna-XM_022430880.1,rna-XM_022430880.1
LOC111099565,1,1,1,1,1,gene-LOC111099565,gene-LOC111099565,gene-LOC111099565,gene-LOC111099565
LOC111099566,2,1,2,1,2,rna-XM_022430881.1,rna-XM_022430881.1,rna-XM_022430881.1,rna-XM_022430881.1
LOC111099567,2,2,2,2,2,rna-XM_022430884.1,rna-XM_022430885.1,rna-XM_022430885.1,rna-XM_022430885.1
LOC111099568,1,1,1,1,1,rna-XR_002633712.1,rna-XR_002633712.1,rna-XR_002633712.1,rna-XR_002633712.1
LOC111099569,1,1,2,1,2,rna-XM_022430886.1,rna-XM_022430887.1,rna-XM_022430886.1,rna-XM_022430886.1
LOC111099570,1,1,1,1,1,rna-XM_022430888.1,rna-XM_022430888.1,rna-XM_022430888.1,rna-XM_022430888.1
LOC111099571,1,1,1,1,1,rna-XM_022430889.1,rna-XM_022430889.1,rna-XM_022430889.1,rna-XM_022430889.1
LOC111099572,1,2,2,2,2,rna-XM_022430890.1,rna-XM_022430890.1,rna-XM_022430890.1,rna-XM_022430890.1
LOC111099573,1,1,1,1,1,rna-XM_022430893.1,rna-XM_022430893.1,rna-XM_022430893.1,rna-XM_022430893.1
LOC111099574,1,1,1,1,1,rna-XM_022430892.1,rna-XM_022430892.1,rna-XM_022430892.1,rna-XM_022430892.1
LOC111099575,1,4,2,3,4,rna-XR_002633713.1,rna-XR_002633713.1,rna-XR_002633713.1,rna-XR_002633713.1
LOC111099576,1,1,1,1,1,rna-XR_002633718.1,rna-XR_002633718.1,rna-XR_002633718.1,rna-XR_002633718.1
LOC111099577,2,2,2,2,2,rna-XM_022430894.1,rna-XM_022430894.1,rna-XM_022430895.1,rna-XM_022430895.1
LOC111099578,1,1,1,1,1,rna-XM_022430896.1,rna-XM_022430896.1,rna-XM_022430896.1,rna-XM_022430896.1
LOC111099579,4,1,3,1,4,rna-XM_022430899.1,rna-XR_002633719.1,rna-XM_022430898.1,rna-XM_022430898.1
LOC111099580,3,3,3,3,3,rna-XM_022430920.1,rna-XM_022430920.1,rna-XM_022430920.1,rna-XM_022430920.1
LOC111099581,1,1,1,1,1,rna-XM_022430900.1,rna-XM_022430900.1,rna-XM_022430900.1,rna-XM_022430900.1
LOC111099582,1,1,1,1,1,rna-XM_022430901.1,rna-XM_022430901.1,rna-XM_022430901.1,rna-XM_022430901.1
LOC111099583,1,1,2,2,2,rna-XM_022430903.1,rna-XM_022430903.1,rna-XM_022430903.1,rna-XM_022430903.1
LOC111099584,1,1,1,1,1,rna-XM_022430906.1,rna-XM_022430906.1,rna-XM_022430906.1,rna-XM_022430906.1
LOC111099585,1,1,1,1,1,rna-XM_022430907.1,rna-XM_022430907.1,rna-XM_022430907.1,rna-XM_022430907.1
LOC111099586,1,1,0,1,1,rna-XM_022430908.1,rna-XM_022430908.1,rna-XM_022430908.1,rna-XM_022430908.1
LOC111099587,5,2,4,2,5,rna-XM_022430915.1,rna-XM_022430915.1,rna-XM_022430910.1,rna-XM_022430915.1
LOC111099588,1,1,1,1,1,rna-XM_022430916.1,rna-XM_022430916.1,rna-XM_022430916.1,rna-XM_022430916.1
LOC111099589,1,1,1,1,1,rna-XM_022430917.1,rna-XM_022430917.1,rna-XM_022430917.1,rna-XM_022430917.1
LOC111099590,1,1,1,1,1,rna-XM_022430918.1,rna-XM_022430918.1,rna-XM_022430918.1,rna-XM_022430918.1
LOC111099591,1,1,1,1,1,rna-XM_022430921.1,rna-XM_022430919.1,rna-XM_022430921.1,rna-XM_022430921.1
LOC111099592,4,3,3,3,4,rna-XM_022430922.1,rna-XM_022430922.1,rna-XM_022430922.1,rna-XM_022430922.1
LOC111099593,2,2,2,2,2,rna-XM_022430926.1,rna-XM_022430926.1,rna-XM_022430926.1,rna-XM_022430926.1
LOC111099594,2,2,2,1,2,rna-XM_022430940.1,rna-XM_022430940.1,rna-XM_022430932.1,rna-XM_022430932.1
LOC111099595,1,0,1,1,1,rna-XM_022430928.1,rna-XM_022430928.1,rna-XM_022430928.1,rna-XM_022430928.1
LOC111099596,3,3,3,2,3,rna-XM_022430929.1,rna-XM_022430931.1,rna-XM_022430929.1,rna-XM_022430929.1
LOC111099597,1,1,1,1,1,rna-XM_022430934.1,rna-XM_022430934.1,rna-XM_022430934.1,rna-XM_022430934.1
LOC111099598,1,1,1,1,1,rna-XM_022430935.1,rna-XM_022430935.1,rna-XM_022430935.1,rna-XM_022430935.1
LOC111099599,1,1,1,1,1,rna-XR_002633723.1,rna-XR_002633723.1,rna-XR_002633723.1,rna-XR_002633723.1
LOC111099600,2,2,2,3,3,rna-XM_022430938.1,rna-XM_022430937.1,rna-XM_022430936.1,rna-XM_022430937.1
LOC111099601,2,2,2,2,2,rna-XM_022430941.1,rna-XM_022430939.1,rna-XM_022430941.1,rna-XM_022430939.1
LOC111099602,0,1,1,1,1,rna-XM_022430942.1,rna-XM_022430943.1,rna-XM_022430943.1,rna-XM_022430942.1
LOC111099603,13,9,10,9,13,rna-XM_022430953.1,rna-XM_022430944.1,rna-XM_022430944.1,rna-XM_022430944.1
LOC111099604,1,1,1,1,1,rna-XM_022430955.1,rna-XM_022430955.1,rna-XM_022430955.1,rna-XM_022430955.1
LOC111099605,1,1,1,1,1,rna-XM_022430994.1,rna-XM_022430994.1,rna-XM_022430994.1,rna-XM_022430994.1
LOC111099606,1,1,1,1,1,rna-XM_022430958.1,rna-XM_022430958.1,rna-XM_022430958.1,rna-XM_022430958.1
LOC111099607,1,1,1,1,1,rna-XR_002633724.1,rna-XR_002633724.1,rna-XR_002633724.1,rna-XR_002633724.1
LOC111099608,1,1,1,1,1,rna-XM_022430959.1,rna-XM_022430959.1,rna-XM_022430959.1,rna-XM_022430959.1
LOC111099609,1,1,1,1,1,rna-XM_022430960.1,rna-XM_022430960.1,rna-XM_022430960.1,rna-XM_022430960.1
LOC111099610,6,5,6,5,6,rna-XM_022430965.1,rna-XM_022430965.1,rna-XM_022430961.1,rna-XM_022430961.1
LOC111099611,1,1,1,1,1,rna-XR_002633725.1,rna-XR_002633725.1,rna-XR_002633725.1,rna-XR_002633725.1
LOC111099612,3,3,3,3,3,rna-XM_022430969.1,rna-XM_022430968.1,rna-XM_022430967.1,rna-XM_022430967.1
LOC111099613,2,2,2,2,2,rna-XM_022430970.1,rna-XM_022430970.1,rna-XM_022430970.1,rna-XM_022430971.1
LOC111099614,1,1,1,1,1,rna-XM_022430976.1,rna-XM_022430984.1,rna-XM_022430976.1,rna-XM_022430976.1
LOC111099615,5,4,5,5,5,rna-XR_002633726.1,rna-XR_002633726.1,rna-XM_022430972.1,rna-XM_022430972.1
LOC111099616,1,1,1,1,1,rna-XR_002633727.1,rna-XR_002633727.1,rna-XR_002633727.1,rna-XR_002633727.1
