gene	SPID
LOC111133303	Q93YS4
LOC111110798	Q1LZF1
LOC111110798	P47238
LOC111113399	A5PMU4
LOC111113399	P59672
LOC111113399	Q7Z6G8
LOC111136447	Q9D8N3
LOC111107258	Q8BSY0
LOC111137595	Q6DH23
LOC111116220	Q92753
LOC111116220	Q8R1B8
LOC111122816	P42674
LOC111107292	B3EWZ6
LOC111112562	Q92753
LOC111104480	F1QJF4
LOC111137153	F1QLY4
LOC111134920	Q5RAP4
LOC111110592	Q99JX1
LOC111107301	Q2LZZ7
LOC111107312	O96006
LOC111116839	Q761V0
LOC111114587	Q9MZD1
LOC111123126	O14490
LOC111129875	A8QMS7
LOC111117013	P35570
LOC111117041	Q2YDE7
LOC111117033	Q8R3J4
LOC111101232	Q5TZ51
LOC111114718	P08570
LOC111104099	Q91W90
LOC111135335	A6N6J5
LOC111135345	P58375
LOC111137225	O94880
LOC111115537	Q8CBH5
LOC111115549	Q8IY50
LOC111107327	P09481
LOC111101548	Q7ZYA2
LOC111122940	Q96MK2
LOC111110677	Q9QZR5
LOC111110677	Q9H2X6
LOC111120734	A0R5M8
LOC111107339	Q80SX8
LOC111133145	A7T1N0
LOC111100804	Q8N0N3
LOC111100797	Q8N0N3
LOC111100793	Q8N0N3
LOC111113492	Q93YS4
LOC111104117	Q1LZF1
LOC111104117	P47238
LOC111133737	A5PMU4
LOC111133737	P59672
LOC111133737	Q7Z6G8
LOC111137878	Q9D8N3
LOC111107354	Q8BSY0
LOC111136830	Q6DH23
LOC111132204	Q92753
LOC111123092	P42674
LOC111123092	B3EWZ6
LOC111107378	P98068
LOC111114839	B3EWZ6
LOC111136133	P51448
LOC111127118	F1QJF4
LOC111127137	F1QLY4
LOC111111256	Q5RAP4
LOC111114843	Q99JX1
LOC111131917	Q9Y2H1
LOC111128113	Q0VFH9
LOC111107430	Q9H2Y9
LOC111107444	P18293
LOC111133529	Q03168
LOC111138012	A0JNA8
LOC111122793	O86034
LOC111122121	P46088
LOC111131180	O97341
LOC111131376	P05933
LOC111112899	Q8K4C0
LOC111132492	Q8K4C0
LOC111119795	A2T7G9
LOC111107488	Q02427
LOC111119804	Q71RI9
LOC111100676	Q1LZ83
LOC111113840	Q9Z1N0
LOC111100229	Q5G265
LOC111126799	Q80ZF8
LOC111126799	Q61549
LOC111107513	P01103
LOC111120507	Q5ZJX4
LOC111131116	P54985
LOC111131100	Q01518
LOC111127723	Q8BJ56
LOC111134031	Q96C34
LOC111134031	Q0VDN7
LOC111134068	P71359
LOC111108692	Q16629
LOC111108729	Q16629
LOC111107528	Q80SX8
LOC111108664	Q571C7
LOC111124769	Q80TN5
LOC111124769	A5WVX9
LOC111116352	Q6NZF1
LOC111116352	O75152
LOC111131392	P27701
LOC111135999	Q3THG9
LOC111136014	Q3SZ45
LOC111125773	Q6P9X4
LOC111126249	Q9VZW5
LOC111126222	Q6P5F6
LOC111126202	O88281
LOC111126180	Q0EEE2
LOC111126233	Q6PGE4
LOC111126262	Q9ULF5
LOC111126193	O88281
LOC111107546	Q0EEE2
LOC111126242	Q6PGE4
LOC111126165	Q5RDC3
LOC111118494	Q8SWR3
LOC111121258	F8W3R9
LOC111107552	Q14549
LOC111125754	Q6PGZ3
LOC111128006	Q10751
LOC111121435	P24941
LOC111111362	Q5W8I7
LOC111112466	Q95218
LOC111112488	Q9Z319
LOC111134404	Q9VQX4
LOC111099693	Q8BRH4
LOC111133136	Q13423
LOC111103250	Q04467
LOC111136596	D3ZR10
LOC111107584	Q8K4L0
LOC111116311	O55236
LOC111107594	A0FKN5
LOC111107600	Q3UCV8
LOC111127975	Q9WVE8
LOC111127975	Q9QY17
LOC111119670	Q6ING7
LOC111110298	O42196
LOC111110515	Q86V88
LOC111099701	Q71MB6
LOC111116477	Q9DG68
LOC111119994	O35261
LOC111103748	Q8R344
LOC111102144	P16157
LOC111099981	P16157
LOC111107621	P16157
LOC111099987	Q9JK45
LOC111107628	P31213
LOC111128645	Q9D311
LOC111128630	Q9VQH2
LOC111119548	O53561
LOC111111345	Q8CEE6
LOC111113657	D4B1Z7
LOC111109336	Q04446
LOC111100388	Q9N0E7
LOC111100392	P57721
LOC111110917	O95490
LOC111100769	L5KLU7
LOC111100779	Q9Z2G9
LOC111127185	Q15404
LOC111137851	A7RWD2
LOC111119641	Q91WN1
LOC111111370	Q9VAI0
LOC111119349	B7K079
LOC111104247	Q801S2
LOC111103119	Q5XJQ7
LOC111122300	Q9N5X6
LOC111113469	Q8BFR4
LOC111101819	Q9UPZ3
LOC111120590	Q2HZX7
LOC111102684	O43826
LOC111118020	Q9UBU6
LOC111120726	Q9VUL9
LOC111112060	Q8CB77
LOC111110602	Q3SZ85
LOC111134785	Q8K135
LOC111114949	Q8J0I9
LOC111132450	Q9XZ71
LOC111138471	Q9R0W9
LOC111120614	O43822
LOC111133402	P86854
LOC111118420	Q96RW7
LOC111118440	Q8IX29
LOC111118428	Q3L1C9
LOC111134379	Q7PD79
LOC111134396	Q7PD79
LOC111134389	Q7PD79
LOC111108814	Q7PD79
LOC111107703	Q28CZ7
LOC111107715	O15541
LOC111115292	A1DWM3
LOC111128699	Q2F637
LOC111118739	Q9UKD2
LOC111120972	Q3L1C9
LOC111120996	Q8IX29
LOC111113440	P86854
LOC111120130	O43822
LOC111109966	Q9R0W9
LOC111114555	Q9R0W9
LOC111131563	Q9XZ71
LOC111115794	Q8J0I9
LOC111135097	Q8K135
LOC111125674	Q8CB77
LOC111121072	P83088
LOC111115619	Q9UBU6
LOC111103260	O43826
LOC111121050	Q2HZX7
LOC111110619	Q9UPZ3
LOC111119188	Q8BFR4
LOC111114865	Q9N5X6
LOC111114851	Q5XJQ7
LOC111100625	Q801S2
LOC111121775	B7K079
LOC111112118	Q9VAI0
LOC111119868	Q91WN1
LOC111112793	A7RWD2
LOC111118845	Q15404
LOC111118341	Q9Z2G9
LOC111101079	L5KLU7
LOC111104793	O95490
LOC111102237	P57721
LOC111102230	Q9N0E7
LOC111110551	Q04446
LOC111113808	D4B1Z7
LOC111109013	Q8CEE6
LOC111120862	O53561
LOC111136982	Q9VQH2
LOC111136993	Q9D311
LOC111125200	O18765
LOC111112095	Q9JK45
LOC111107780	P16157
LOC111136801	P16157
LOC111136819	Q8R344
LOC111112369	O35261
LOC111130039	Q9DG68
LOC111102490	Q71MB6
LOC111111043	Q86V88
LOC111112558	O42196
LOC111113301	Q6ING7
LOC111131872	Q9WVE8
LOC111131872	Q9QY17
LOC111114559	Q3UCV8
LOC111133196	Q8BHY8
LOC111133196	Q9Y5W7
LOC111115421	Q8N0X2
LOC111114011	Q6GQR8
LOC111122529	F4JLS1
LOC111136516	Q8C761
LOC111135186	Q24157
LOC111124603	O14815
LOC111100559	P18750
LOC111123178	A1L157
LOC111113027	P50133
LOC111107802	Q24292
LOC111118230	Q9XYM0
LOC111118211	P11654
LOC111107183	Q01528
LOC111120679	Q5IS76
LOC111128682	Q3TTI8
LOC111123084	O77245
LOC111123065	Q9CWV1
LOC111123074	Q6DRI7
LOC111112503	B4F6I5
LOC111118588	P97314
LOC111136571	Q8TCJ2
LOC111104532	P52730
LOC111112241	Q04896
LOC111110312	Q711G3
LOC111105747	Q4ZHG4
LOC111122292	Q9TU53
LOC111103481	O70244
LOC111119013	Q6ZNB7
LOC111119013	A0JPQ8
LOC111119097	Q9P959
LOC111110332	O60921
LOC111101594	Q8BP00
LOC111135058	Q6AYD3
LOC111123237	Q98SP7
LOC111133792	Q96AE7
LOC111131869	Q9VUL9
LOC111118027	Q54F25
LOC111123159	O70273
LOC111100684	P78545
LOC111100684	Q3UPW2
LOC111107846	P80108
LOC111099792	Q9DE27
LOC111136649	P20241
LOC111121250	D3ZAT9
LOC111121457	Q6NT16
LOC111132185	Q8NEP7
LOC111134129	Q0VCK5
LOC111133328	M0R2J8
LOC111112029	Q9UKZ1
LOC111138277	Q8C8V1
LOC111103096	Q9Z0W3
LOC111116860	Q6DJL7
LOC111105811	Q5FYB0
LOC111099678	P49283
LOC111128718	P42229
LOC111099197	Q99LM2
LOC111102211	Q6P5D8
LOC111115993	Q8TC21
LOC111114418	Q8W485
LOC111110454	Q8WPW2
LOC111110464	Q8PUA4
LOC111115508	P46871
LOC111104585	Q5ZJN2
LOC111110828	Q4R9E0
LOC111110828	Q8R2Q6
LOC111099316	Q3TPE9
LOC111112992	P52730
LOC111109706	Q04896
LOC111119274	Q711G3
LOC111119142	F1RWC3
LOC111119149	O70244
LOC111119191	Q6ZNB7
LOC111119236	Q9P959
LOC111119252	O60921
LOC111119171	Q8BP00
LOC111119222	Q6AYD3
LOC111119161	Q98SP7
LOC111119125	Q96AE7
LOC111119322	Q9VUL9
LOC111119208	Q54F25
LOC111119291	O70273
LOC111119198	P78545
LOC111119198	Q3UPW2
LOC111119154	P80109
LOC111118359	Q9DE27
LOC111133399	P20241
LOC111120777	D3ZAT9
LOC111118148	Q6NT16
LOC111118156	Q8NEP7
LOC111136866	Q0VCK5
LOC111134614	M0R2J8
LOC111116059	Q9UKZ1
LOC111123270	Q8C8V1
LOC111123260	Q9Z0W3
LOC111123306	Q6DJL7
LOC111123348	Q5FYB0
LOC111123368	P49283
LOC111123278	P42229
LOC111123385	Q99LM2
LOC111123252	Q6P5D8
LOC111123340	Q8TC21
LOC111113688	Q8W485
LOC111111393	Q8WPW2
LOC111111394	Q8PUA4
LOC111114230	P46871
LOC111102800	Q5ZJN2
LOC111112253	Q4R9E0
LOC111112253	Q8R2Q6
LOC111124474	Q0VCS9
LOC111124481	Q80UX8
LOC111124467	B0KWC1
LOC111124467	Q8BKC8
LOC111130737	Q6P5E8
LOC111132841	Q5R9H4
LOC111132841	Q9NQ94
LOC111120262	Q2T9J0
LOC111115123	O95948
LOC111104489	P57081
LOC111104489	A4IGH4
LOC111127160	O15050
LOC111127179	O60290
LOC111113939	A0FKN5
LOC111113948	P02720
LOC111136379	A7T1N0
LOC111137014	A7T1N0
LOC111137259	P02720
LOC111137243	A0FKN5
LOC111136663	O15050
LOC111128825	O15050
LOC111107934	P57081
LOC111102807	P41208
LOC111103839	Q7ZY08
LOC111107937	H2A0M7
LOC111107951	O60290
LOC111107957	P86856
LOC111103116	Q6UX65
LOC111115501	Q9ULM3
LOC111133511	Q9DBU0
LOC111105528	P61963
LOC111118652	Q4R550
LOC111138196	Q7T3B0
LOC111100065	Q64536
LOC111100065	Q15119
LOC111120216	Q9CYF5
LOC111107994	O18326
LOC111137841	Q7T3B0
LOC111119553	Q4R550
LOC111119566	A0A140LIJ0
LOC111118085	P61963
LOC111135318	Q9DBU0
LOC111112377	Q9ULM3
LOC111119680	Q4V7T7
LOC111108028	P86856
LOC111116143	H2A0M7
LOC111127033	H2A0M7
LOC111101024	Q7ZY08
LOC111101008	P41208
LOC111135249	Q64536
LOC111135249	Q15119
LOC111108047	V5NAL9
LOC111119009	Q9CYF5
LOC111132891	O96785
LOC111099481	O60304
LOC111099471	Q5R4I3
LOC111111220	Q9GZS9
LOC111128415	V5NAL9
LOC111109234	C7G0B5
LOC111102114	C7G0B5
LOC111125834	Q5ZHV2
LOC111125821	Q9CQU8
LOC111132656	Q56UN5
LOC111108068	O08873
LOC111110360	Q99835
LOC111120126	Q5ZIN2
LOC111137217	Q5ZLK1
LOC111105223	Q4R3D4
LOC111127936	Q9JI85
LOC111127947	P42765
LOC111127863	Q9BYG0
LOC111127852	D3YXG0
LOC111127852	Q96RW7
LOC111127841	B3EWZ3
LOC111102520	Q20191
LOC111125812	Q96DM1
LOC111129944	Q9Y5Q5
LOC111129975	Q4R632
LOC111104633	P97275
LOC111136770	Q9ULA0
LOC111108088	Q6B860
LOC111108090	P34456
LOC111108093	P34457
LOC111136587	P10351
LOC111127225	Q92005
LOC111126529	Q92609
LOC111127086	O88873
LOC111127094	O60645
LOC111115975	Q922R8
LOC111121170	Q6PFL6
LOC111121154	Q9Y234
LOC111123669	Q5T2R2
LOC111123684	O75884
LOC111123662	Q9H2F5
LOC111135793	Q8NHQ1
LOC111135797	Q0IIF6
LOC111138267	Q8N0N3
LOC111108139	Q803I2
LOC111134586	O95786
LOC111118000	Q9IA95
LOC111100085	P28656
LOC111132297	Q7T3N7
LOC111132052	Q6DGK9
LOC111132033	Q5R644
LOC111132043	Q6ZZY0
LOC111131963	Q66JY6
LOC111132097	Q0P5B3
LOC111102644	Q29RP8
LOC111109290	P59382
LOC111136262	Q8INF0
LOC111102125	Q8N9Z9
LOC111124586	Q6IV57
LOC111124558	Q8CJ96
LOC111121428	H2A0N4
LOC111099359	Q5W1J6
LOC111133241	Q155U0
LOC111136404	Q5F362
LOC111125708	Q92051
LOC111125638	Q8TD17
LOC111125647	Q60821
LOC111125718	Q6DG99
LOC111137271	O88951
LOC111100768	Q0MQB4
LOC111134492	Q9EQC4
LOC111134474	Q3S8M4
LOC111134420	P42700
LOC111134500	Q5R9R4
LOC111134424	Q4QQW3
LOC111110235	E1BYJ2
LOC111101292	Q4R5T4
LOC111136563	P79769
LOC111136554	Q8R4R6
LOC111136547	Q64464
LOC111108558	Q96MM6
LOC111099881	P17655
LOC111136522	Q98TR7
LOC111127481	P97739
LOC111127488	Q6PCD5
LOC111127645	B3MGU5
LOC111127574	Q9D0K0
LOC111127566	Q7YS61
LOC111127583	F1QYJ6
LOC111108178	P70604
LOC111127527	Q96MM6
LOC111127502	P17655
LOC111127502	Q3UW68
LOC111127638	Q98TR7
LOC111127474	P97739
LOC111120543	Q6PCD5
LOC111116508	B3MGU5
LOC111116413	Q9D0K0
LOC111125611	Q7YS61
LOC111122779	F1QYJ6
LOC111122710	F1QYJ6
LOC111126360	Q92010
LOC111101773	Q4R6F0
LOC111133120	Q4WVW4
LOC111099151	Q8VID6
LOC111127833	Q7Z3B3
LOC111108184	P51174
LOC111108187	Q61686
LOC111108192	P51989
LOC111128593	Q91V57
LOC111108201	O15075
LOC111124672	Q9C098
LOC111101654	Q569C3
LOC111137026	A4IH82
LOC111137053	Q6P4U0
LOC111124057	Q99L13
LOC111127784	P43696
LOC111125793	Q9NVV5
LOC111100034	P49760
LOC111135160	Q9Z2Y1
LOC111126450	Q9QZM5
LOC111111170	Q0KIA2
LOC111134507	P20009
LOC111125444	Q9UGM3
LOC111125464	P20009
LOC111125451	P10079
LOC111135638	Q66I08
LOC111108216	G5EBU4
LOC111108223	P46023
LOC111108229	P46023
LOC111135504	Q90XB6
LOC111135658	A4IF97
LOC111135555	Q5ZJK1
LOC111135574	Q9D1E5
LOC111135546	Q6A4L1
LOC111135704	Q9CXS4
LOC111135564	Q96RI1
LOC111135542	D2HNW6
LOC111135570	O77245
LOC111135499	A1A5S1
LOC111135668	H3BPM6
LOC111135650	Q7ZXH2
LOC111135589	Q5R533
LOC111135696	A5A777
LOC111135580	Q49A92
LOC111135615	Q96RW7
LOC111135478	A6NN14
LOC111135632	Q6IR37
LOC111131007	Q9BYJ9
LOC111107787	Q10751
LOC111133107	Q5GLH2
LOC111104643	Q5PQP2
LOC111108235	Q6P0I8
LOC111114174	Q8N3Y7
LOC111122218	P07463
LOC111112602	Q9NWM0
LOC111120267	Q15428
LOC111134887	Q9Y603
LOC111114896	B7Z0W9
LOC111108254	P58355
LOC111099904	Q502L1
LOC111120441	P18293
LOC111122838	Q6GN08
LOC111100534	Q9JJS6
LOC111134428	D3YXG0
LOC111119299	B3EWY9
LOC111119141	D3YXG0
LOC111132859	Q9VN14
LOC111132866	Q7LL04
LOC111099439	A0A411L030
LOC111099420	K0DZA0
LOC111119071	P23358
LOC111101848	Q8AVX5
LOC111101848	Q5ZHN4
LOC111109856	Q9BTT6
LOC111112131	Q9QXL2
LOC111137100	Q80YV2
LOC111134093	Q8BQB4
LOC111103552	Q5RBM1
LOC111126139	O43399
LOC111120794	Q9VRV7
LOC111110341	F1MBP6
LOC111131266	Q3ZAV0
LOC111126066	Q0P4Y8
LOC111126056	A4IIK1
LOC111111493	Q641G4
LOC111109580	V5NAL9
LOC111110584	V5NAL9
LOC111111115	V5NAL9
LOC111111121	V5NAL9
LOC111111108	H2A0L0
LOC111111050	Q8C8U0
LOC111111050	Q8ND30
LOC111115473	Q96BD5
LOC111115224	Q5TKA1
LOC111108278	P18910
LOC111108287	Q6ZT07
LOC111128742	Q5RC53
LOC111108296	Q93243
LOC111116092	Q29448
LOC111133382	Q2KI24
LOC111129410	P62914
LOC111129389	Q7T0Y4
LOC111129398	A1L3G4
LOC111103032	Q17DK5
LOC111134794	Q6PGL7
LOC111134794	Q91Y25
LOC111134794	Q80X08
LOC111124036	Q9ULH1
LOC111124036	O43150
LOC111124036	O97902
LOC111124036	Q7SIG6
LOC111100870	Q9JHA8
LOC111100854	Q6MG64
LOC111100876	Q9QYP2
LOC111108306	Q5G268
LOC111100888	Q6MG64
LOC111136341	Q7Z429
LOC111103623	Q7ZY18
LOC111136762	A1A5G0
LOC111110868	Q8N2E2
LOC111123641	Q69ZZ6
LOC111119057	A7YWI9
LOC111103494	F1NW29
LOC111108319	Q6AZB8
LOC111099932	Q5IGR8
LOC111122035	Q9DGD1
LOC111115950	Q8BYF6
LOC111121184	Q7M3Y3
LOC111118009	Q5EA33
LOC111110712	P59015
LOC111115068	Q32KU6
LOC111115059	O75581
LOC111134128	O96019
LOC111133318	Q9XSC1
LOC111130661	Q9D6T1
LOC111137785	Q9DAN6
LOC111137665	Q9DAN6
LOC111105450	P0DX17
LOC111105450	Q6P5F6
LOC111108352	Q92576
LOC111108378	Q28343
LOC111105643	P82596
LOC111105659	P86854
LOC111105619	P86854
LOC111105619	P82596
LOC111105600	P80457
LOC111108384	Q9UJT9
LOC111135003	Q4V860
LOC111135003	Q811S7
LOC111100168	Q91WL6
LOC111126125	Q7ZUB3
LOC111126115	Q9H269
LOC111130835	Q3USL1
LOC111130743	Q9BXW6
LOC111134784	Q07409
LOC111127708	Q62682
LOC111108389	Q7LHG5
LOC111112024	Q86WJ1
LOC111133206	Q8CI71
LOC111099343	Q8NCJ5
LOC111114569	Q400C8
LOC111136397	Q6ZMV9
LOC111099573	Q5R9I6
LOC111099548	Q99PW8
LOC111099557	Q9Y259
LOC111102674	H2A0M7
LOC111113980	Q9Z321
LOC111099975	O95045
LOC111118801	Q7TQK0
LOC111118811	Q9H9L4
LOC111108397	Q9VFP2
LOC111116850	O43301
LOC111108404	Q8K0U4
LOC111136167	O43301
LOC111112280	O43301
LOC111114702	Q9HCD6
LOC111128885	P46735
LOC111123378	Q6P3W7
LOC111123305	P07207
LOC111128689	Q8BZ20
LOC111113337	Q28BQ6
LOC111129485	Q5VU97
LOC111108418	Q6PDJ1
LOC111129455	Q6PDJ1
LOC111129473	Q5VU97
LOC111129519	Q5VU97
LOC111129495	Q6PDJ1
LOC111129514	Q5VU97
LOC111108427	Q6PDJ1
LOC111129463	Q6PDJ1
LOC111129500	Q6PDJ1
LOC111106772	Q17895
LOC111122575	Q5BIM1
LOC111135835	Q3ZBT2
LOC111136948	Q8BIQ3
LOC111129798	Q2KI23
LOC111132383	Q91880
LOC111133682	Q6TEL1
LOC111133709	Q0VC00
LOC111133700	P43679
LOC111133693	P97494
LOC111125315	Q9UIG0
LOC111101671	Q5BK09
LOC111099775	H2A0M7
LOC111119762	P0DH96
LOC111113160	Q9H270
LOC111113158	P17972
LOC111124617	P0DH96
LOC111124609	O88572
LOC111124609	O75197
LOC111103466	P34147
LOC111108452	Q5TZ24
LOC111114627	P34147
LOC111114636	Q6RUV5
LOC111108772	P34148
LOC111118104	P48159
LOC111125420	P0C870
LOC111130917	Q8BXB6
LOC111108466	Q8HYW2
LOC111131103	Q9EP96
LOC111108480	Q06AA5
LOC111130913	A2RSJ4
LOC111106902	Q3T0Y3
LOC111109896	Q8SZ16
LOC111133285	Q6DC77
LOC111122411	Q3SZ19
LOC111113622	O95394
LOC111105112	E1BD52
LOC111114067	P62282
LOC111132777	Q9D7M8
LOC111132766	P11172
LOC111132786	Q9NS93
LOC111127323	Q19749
LOC111127343	Q32KU3
LOC111127387	Q8BGA5
LOC111134181	Q9VE00
LOC111120552	A6NJI9
LOC111103534	Q9BRP7
LOC111099594	Q9BXF3
LOC111099580	E9Q2Z1
LOC111129057	Q8IWQ3
LOC111131784	Q14444
LOC111131784	Q60865
LOC111099143	P00357
LOC111122759	Q5R5Y7
LOC111136265	P23175
LOC111105329	Q8R151
LOC111135438	A6QLI1
LOC111134980	Q7Z0T3
LOC111134971	Q9DBA9
LOC111134989	Q2TBS4
LOC111109352	A6H619
LOC111109369	Q96KP4
LOC111109392	Q96KP4
LOC111108533	Q9UGM3
LOC111110967	P35295
LOC111136410	Q5JUK3
LOC111110665	Q9UK96
LOC111122585	Q84K35
LOC111114670	Q5ZMK5
LOC111132907	B3EWY9
LOC111116024	Q5ZMK5
LOC111138142	Q84K35
LOC111112270	Q9UK96
LOC111133219	Q5JUK3
LOC111133251	P35295
LOC111108571	Q9UGM3
LOC111127765	P46735
LOC111121902	Q6P3W7
LOC111121847	P07207
LOC111121840	B3EWY9
LOC111108603	B3EWY9
LOC111121865	B3EWY9
LOC111108620	P35556
LOC111111842	Q61982
LOC111124431	P35555
LOC111124421	Q61554
LOC111101946	B3EWY9
LOC111101998	Q96MB7
LOC111101935	B3EWY9
LOC111101969	B3EWY9
LOC111122436	Q96MU7
LOC111122442	O95801
LOC111122450	Q9UNQ2
LOC111122438	Q3TAE8
LOC111122440	Q6GMB0
LOC111122440	Q14AI0
LOC111122444	Q9UPV7
LOC111122445	Q80TL4
LOC111122447	Q8N6D5
LOC111122453	P05765
LOC111122439	Q3E906
LOC111122435	P69527
LOC111122443	Q9D850
LOC111122443	Q0VCR6
LOC111122441	Q9BHM6
LOC111122448	P40657
LOC111122446	A9ULC7
LOC111122437	Q96MU7
LOC111122149	O95801
LOC111122150	Q9VAQ5
LOC111121358	Q9LDU6
LOC111120584	Q8K4R9
LOC111118426	P19984
LOC111118134	Q6P8U6
LOC111120665	Q2PC93
LOC111120904	P17892
LOC111120903	Q9UK41
LOC111118127	B1A8Z2
LOC111121477	Q5M7F8
LOC111121595	O15973
LOC111120938	Q9CZD0
LOC111120891	Q7ZYB4
LOC111120892	Q3SZZ0
LOC111119597	P51532
LOC111120125	Q6DF94
LOC111120127	Q6DC04
LOC111120127	Q9WVG6
LOC111118055	Q7TQK4
LOC111118056	Q80W96
LOC111119906	P53349
LOC111121639	Q5U3U7
LOC111120128	Q684M4
LOC111117995	Q7YU29
LOC111117995	Q0KI50
LOC111121426	Q62232
LOC111122377	Q6PGG2
LOC111122100	Q9WYJ1
LOC111120495	Q2KIR8
LOC111121470	Q08CS6
LOC111120087	Q9D903
LOC111120088	F1P3Y5
LOC111120086	Q9R1K5
LOC111117874	P17542
LOC111121099	Q0VA16
LOC111121100	Q9H553
LOC111118497	P12370
LOC111119504	Q9UPU5
LOC111118807	Q9UPU5
LOC111119505	Q9UPU5
LOC111118808	B1AY13
LOC111119493	Q9UPU5
LOC111118152	Q2TA24
LOC111118970	Q66KE8
LOC111118971	Q9BXS5
LOC111119190	P09057
LOC111120648	Q0VFL3
LOC111120649	Q5D016
LOC111120650	G3I6Z6
LOC111119919	Q13415
LOC111119918	Q5RDD2
LOC111121283	Q5XHH9
LOC111121012	Q922Q5
LOC111121011	Q96FV9
LOC111122195	F1RB95
LOC111118482	Q8BRB7
LOC111121461	Q15262
LOC111121460	Q28691
LOC111118198	Q0VCH8
LOC111117595	Q8HXW6
LOC111118277	Q9NY47
LOC111118815	Q9BRS2
LOC111121701	Q4UMH6
LOC111121084	Q12955
LOC111121392	Q9NQT4
LOC111119148	Q68EM7
LOC111119150	Q9CYH6
LOC111119924	Q96EB6
LOC111119926	Q9U6V7
LOC111119364	P83871
LOC111119365	Q9CWX9
LOC111119363	Q9KPS0
LOC111119362	Q6DJF8
LOC111119361	Q9JHI5
LOC111118925	Q9UKN7
LOC111118924	P12276
LOC111120101	Q9Y383
LOC111121715	Q9Y620
LOC111121711	Q8BWQ6
LOC111121721	Q99798
LOC111121763	Q0D289
LOC111121739	P92208
LOC111121729	Q8N264
LOC111121729	Q7Z5H3
LOC111121731	Q8CHN6
LOC111121718	E1JIT7
LOC111118820	Q6ZPG2
LOC111121771	Q13415
LOC111121753	Q5RDD2
LOC111121727	Q5XHH9
LOC111121746	Q922Q5
LOC111121726	Q96FV9
LOC111121728	F1RB95
LOC111121737	Q8BRB7
LOC111121708	P28828
LOC111121708	Q15262
LOC111121748	Q28691
LOC111121759	Q0VCH8
LOC111121750	Q8HXW6
LOC111121709	Q9NY47
LOC111121773	Q9BRS2
LOC111118825	Q12955
LOC111121747	Q12955
LOC111121712	Q68EM7
LOC111121751	Q9CYH6
LOC111121723	Q96EB6
LOC111121762	Q9U6V7
LOC111121768	P83871
LOC111121772	Q9CWX9
LOC111121765	Q9KPS0
LOC111121757	Q6DJF8
LOC111121738	Q9JHI5
LOC111121714	Q9UKN7
LOC111121707	P12276
LOC111121745	Q9Y383
LOC111121716	Q9Y620
LOC111121760	Q2KHW8
LOC111121710	Q8BWQ6
LOC111121719	Q99798
LOC111121764	Q0D289
LOC111121740	P92208
LOC111121730	Q8N264
LOC111121732	Q8CHN6
LOC111121717	E1JIT7
LOC111121770	A0JP70
LOC111122064	Q9D5T0
LOC111119708	Q3MHI8
LOC111119707	A0A0R4IVV0
LOC111119710	Q8N2G6
LOC111122423	P97767
LOC111118833	Q8NE09
LOC111118194	P57784
LOC111122020	Q5M9B1
LOC111120132	Q8K2Y9
LOC111120132	Q6DRP4
LOC111118002	P10711
LOC111119145	B4F785
LOC111117970	Q05397
LOC111120766	Q9H3K2
LOC111122325	P34143
LOC111121332	P24463
LOC111121332	P51538
LOC111121226	Q99807
LOC111121266	Q99447
LOC111119156	Q18PD9
LOC111118840	P27393
LOC111121357	Q91821
LOC111118846	Q8BK48
LOC111118390	Q29550
LOC111118855	Q92035
LOC111121705	Q91WU0
LOC111119570	P12276
LOC111119568	Q9EP80
LOC111119569	Q5M9B1
LOC111118857	A8MXY4
LOC111119408	O70201
LOC111119407	Q2TAC2
LOC111118858	Q8C0R9
LOC111122163	Q9UBC3
LOC111118859	Q6DIV6
LOC111120686	Q9MYM7
LOC111118860	A0A345BJN8
LOC111118600	Q60HE2
LOC111121630	O75340
LOC111121630	G3V7W1
LOC111119203	O35625
LOC111119204	Q08C69
LOC111117957	P98109
LOC111122316	G5E8K5
LOC111122318	Q01484
LOC111117924	O88582
LOC111119775	Q2KHT3
LOC111121137	P04183
LOC111121136	Q95LS7
LOC111118473	Q3UG98
LOC111118493	Q02962
LOC111121311	Q8QGW7
LOC111121311	Q99732
LOC111121310	P04709
LOC111121312	Q8QGW7
LOC111118869	Q6GMG8
LOC111118102	Q8QGW7
LOC111117991	Q90ZY4
LOC111122002	Q9EQD2
LOC111119766	Q0IIF7
LOC111119767	Q9ULC3
LOC111122068	Q3ZBG5
LOC111122215	Q9H8E8
LOC111117966	Q90511
LOC111117965	Q5U2Z0
LOC111117964	G1SW77
LOC111119642	Q8R1P4
LOC111119642	Q9H0Y0
LOC111119640	Q9D032
LOC111119640	Q9R050
LOC111117988	Q5VU57
LOC111117989	A4QNI8
LOC111120059	Q7LFX5
LOC111120059	Q8CHI9
LOC111118654	Q5RA75
LOC111121604	O43324
LOC111121197	O60683
LOC111119512	P41827
LOC111119513	P41827
LOC111121617	P29147
LOC111120703	Q6P7A9
LOC111122340	Q6EV69
LOC111122341	P42325
LOC111121207	Q16982
LOC111120012	Q8TBZ5
LOC111120014	Q8BHI9
LOC111120016	Q96EQ0
LOC111120018	P36609
LOC111120013	Q14590
LOC111120015	Q8BHI9
LOC111119730	Q96EQ0
LOC111119733	P36609
LOC111119732	Q16982
LOC111119729	Q5R686
LOC111119735	Q9H251
LOC111121597	Q7ZYA0
LOC111120698	Q24746
LOC111121248	Q9BT30
