gene_name,slope_best_fit,r_squared,percentage_within_95_CI,num_exons,mean_exon_expression,std_dev_exon_expression,sum_exon_expression
gene-LOC111111234,225.29999999999998,0.804931863970562,100,4,345.25,324.19477170367816,1381
gene-LOC111111523,2.000000000000001,0.42857142857142855,100,6,2.3333333333333335,5.715476066494082,14
gene-LOC111115108,0,NA,NA,2,0,0,0
gene-LOC111122419,-0.22727272727272735,0.2500000000000002,90.9090909090909,11,0.45454545454545453,1.5075567228888183,5
gene-LOC111122667,0.9833333333333332,0.33730620155038754,88.88888888888889,9,1.6666666666666667,4.636809247747852,15
gene-LOC111103571,-4.261904761904761,0.46081603888912875,87.5,8,18.75,15.378556499229699,150
gene-LOC111104281,1.35,0.16059889033942568,66.66666666666666,9,7.888888888888889,9.225568335398698,71
gene-LOC111110242,65.00000000000001,0.9971678074109039,100,3,83,65.09224224129939,249
gene-LOC111122632,-2.3978021978021973,0.59646315705076,50,14,16.928571428571427,12.987948767484925,237
gene-LOC111104573,-2.2692307692307687,0.20224725035784516,75,12,14.583333333333334,18.19319719682124,175
gene-LOC111112751,-9.600000000000001,0.516013437849944,100,4,37.5,17.253019059476713,150
gene-LOC111103358,0.7255753365175855,0.08172913458265046,41.66666666666667,48,32.875,35.53219996063505,1578
gene-LOC111130710,4.000000000000002,0.019603675689191722,85.71428571428571,7,53.142857142857146,61.7155533379514,372
gene-LOC111103382,4.2,0.06220237095745035,83.33333333333334,6,25.166666666666668,31.50502605405472,151
gene-LOC111103323,0.2660451354267192,0.013446217823539483,24.85549132947977,173,48.64739884393064,116.12386859111585,8416
gene-LOC111103371,-7.627941176470587,0.09501407882137626,56.25,16,89.5625,117.81678926763084,1433
gene-LOC111103390,-0.9761904761904753,0.0526629072681704,75,8,23.5,10.419761445034554,188
gene-LOC111103401,3.928571428571429,0.11939532680770448,100,7,23.285714285714285,24.560905830976495,163
gene-LOC111103376,33.99999999999999,1,NA,2,17,24.041630560342615,34
gene-LOC111103364,-4.857142857142853,0.025517562086847963,100,6,52.333333333333336,56.88467866364955,314
gene-LOC111103397,NA,0,NA,1,118,NA,118
gene-LOC111103418,-1.0238095238095242,0.13121850826768888,87.5,8,6.25,6.923046397979103,50
gene-LOC111103431,33.930075187969905,0.6005251440989797,50,20,192.45,259.0318970401339,3849
gene-LOC111114348,1.6428571428571428,0.016419053136897843,87.5,8,42,31.40518610493678,336
gene-LOC111113021,-2.771428571428574,0.020462429002758305,100,6,42.166666666666664,36.24591931054676,253
gene-LOC111105397,-3.5000000000000497,6.793855027452749e-4,100,3,81,134.27955912945202,243
gene-LOC111099041,-4.241258741258741,0.27700346496954376,66.66666666666666,12,20.75,29.055198251854097,249
gene-LOC111099044,-4.500000000000003,0.9642857142857144,100,3,8,4.58257569495584,24
gene-LOC111106983,NA,0,NA,1,78,NA,78
gene-LOC111106990,-0.7380952380952368,0.06463545870325518,75,8,10.5,7.111359122659224,84
gene-LOC111101696,63.699999999999996,0.6065895789575969,100,4,74.75,105.58843055309926,299
gene-LOC111127424,-3.5545454545454547,0.2826209930861094,81.81818181818183,11,29.818181818181817,22.175744324906805,328
gene-LOC111127416,3.1928571428571435,0.18036993127354578,73.33333333333333,15,35.333333333333336,33.621138475384086,530
gene-LOC111130719,NA,0,NA,1,144,NA,144
gene-LOC111100099,-3.828571428571431,0.2800374298190893,83.33333333333334,6,13,13.535139452550904,78
gene-LOC111100174,-1.5999999999999996,0.11327433628318587,100,4,5.5,6.137317546507322,22
gene-LOC111102085,-5.642857142857143,0.24601860611794424,100,7,20,24.576411454889016,140
gene-LOC111100597,-9.5,0.45840105648110535,100,5,23.8,22.185580902919806,119
gene-LOC111130728,-27.00000000000002,0.9475736568457537,100,3,32.333333333333336,27.736858750286295,97
gene-LOC111100624,31.00000000000001,0.7500000000000002,100,3,20.666666666666668,35.795716689756794,62
gene-LOC111100606,-16.9,0.4245852411250524,100,5,24.8,41.008535696852185,124
gene-LOC111100615,-59.899999999999984,0.38658277082536513,100,4,86.75,124.3740996617329,347
gene-LOC111137805,-382.9999999999998,1,NA,2,451.5,270.82189719444773,903
gene-LOC111137796,2.299999999999999,0.062232582458280686,77.77777777777779,9,39.44444444444444,25.24931242188147,355
gene-LOC111137812,16.49999999999999,0.3674089068825911,100,3,47,27.2213151776324,141
gene-LOC111137367,-0.5545454545454532,0.017555199094168687,63.63636363636363,11,35.90909090909091,13.881315106678802,395
gene-LOC111137514,10.500000000000004,0.14311986153180453,100,3,95.66666666666667,27.75487945088815,287
gene-LOC111105370,3.8483516483516484,0.7006200691250821,50,14,17.928571428571427,19.233241599313995,251
gene-LOC111105035,-0.21334816462736395,0.012574779863085986,40,30,25.566666666666666,16.749026391330073,767
gene-Trnae-uuc,NA,0,NA,1,9,NA,9
gene-LOC111131375,-0.8818181818181838,0.025994585037020703,63.63636363636363,11,26.636363636363637,18.13986067902798,293
gene-LOC111121096,-2.616666666666666,0.13659487217378455,77.77777777777779,9,35.22222222222222,19.389286847237173,317
gene-LOC111119818,5.499999999999987,0.020714448755991738,100,3,57.333333333333336,38.214307966170644,172
gene-LOC111112007,-85.99999999999997,1,NA,2,71,60.81118318204309,142
gene-LOC111134598,0.7000000000000013,0.022215977218225415,81.81818181818183,11,24.727272727272727,15.576205629683432,272
gene-LOC111135077,-35.500000000000014,0.34903011033810427,100,5,183.4,95.00947321188556,917
gene-LOC111125571,-1.4615384615384626,0.07409805960183342,64.28571428571429,14,38.785714285714285,22.460832820467967,543
gene-LOC111125589,26.600000000000005,0.49531511470535283,100,6,63.833333333333336,70.70902818358252,383
gene-LOC111099659,55.10714285714284,0.6074234351731443,75,8,136.375,173.19595632033182,1091
gene-LOC111121270,-244,1,NA,2,146,172.5340546095176,292
gene-LOC111128222,1.022727272727273,0.2966711679576029,26.08695652173913,23,24,12.735062551154517,552
gene-LOC111128188,1.6620629370629372,0.14451287549016084,24.615384615384617,65,69.38461538461539,82.6670075339333,4510
gene-LOC111128242,47.49999999999999,0.7543669612091023,71.42857142857143,7,121.42857142857143,118.14236770785935,850
gene-LOC111128251,37.5,0.42532009275128557,100,3,86.33333333333333,57.500724633115134,259
gene-LOC111128259,62.00000000000002,0.6839451989798946,100,3,85.66666666666667,74.96888243353594,257
gene-LOC111128319,10.82857142857143,0.2742051561053365,83.33333333333334,6,26.5,38.687207187906445,159
gene-LOC111128278,18.999999999999996,0.2236956252323708,100,4,48.5,51.861996362140424,194
gene-LOC111128335,4.000000000000001,0.75,100,3,2.6666666666666665,4.618802153517006,8
gene-LOC111128267,80.89999999999999,0.7980161802630055,100,4,101.25,116.91414228683657,405
gene-LOC111128231,210.99999999999997,1,NA,2,158.5,149.19953083036154,317
gene-LOC111128314,126.99999999999999,1,NA,2,86.5,89.80256121069154,173
gene-LOC111128306,68.50000000000001,0.6955259647215772,100,3,92.33333333333333,82.13606597185753,277
gene-LOC111128293,77.79999999999998,0.7591748067207497,100,5,127.6,141.18179769361205,638
gene-LOC111100637,5.185314685314683,0.3945555381004633,75,12,35.583333333333336,29.764097754702984,427
gene-LOC111111564,-1.866666666666667,0.08910778556544799,66.66666666666666,9,53.55555555555556,17.125354821952676,482
gene-LOC111132592,-10.685714285714285,0.44254286979814794,100,6,12.666666666666666,30.051067646036582,76
gene-LOC111132666,-0.2499999999999986,0.004633131618759424,71.42857142857143,7,12.428571428571429,7.934253648099546,87
gene-LOC111132676,2.0714285714285725,0.05054694073806952,85.71428571428571,7,21.142857142857142,19.90333783923835,148
gene-LOC111132686,-5.500000000000005,0.7500000000000004,100,3,9.333333333333334,6.3508529610858835,28
gene-LOC111132696,4.999999999999992,0.1453488372093023,100,3,26,13.114877048604,78
gene-LOC111132603,-5.049999999999998,0.4540205063958855,77.77777777777779,9,21.444444444444443,20.52505244275341,193
gene-LOC111132704,5.499999999999999,0.5465523598820059,85.71428571428571,7,18.571428571428573,16.071269840485982,130
gene-LOC111130799,166.99999999999997,1,NA,2,119.5,118.08683245815344,239
gene-LOC111132545,-0.031578947368420755,1.55826167253421e-4,42.10526315789473,19,22.105263157894736,14.235693546864301,420
gene-LOC111132570,2.69047619047619,0.026231562512839486,87.5,8,46.5,40.69046922455289,372
gene-LOC111130808,11.7,0.276127080181543,100,4,35.75,28.74456470360962,143
gene-LOC111132626,-1.8571428571428554,0.19681677018633528,87.5,8,15.5,10.253919111386491,124
gene-LOC111132648,7.899999999999998,0.8312466702184337,100,5,37.8,13.700364958642524,189
gene-LOC111132637,-17.028571428571436,0.41834412907784724,83.33333333333334,6,38,49.25444142409901,228
gene-LOC111130821,1.499999999999999,0.9642857142857144,100,3,5.666666666666667,1.5275252316519468,17
gene-LOC111136926,-17.514285714285727,0.12050347542350441,100,6,95.5,94.39014779096387,573
gene-LOC111130831,2.8000000000000007,0.08929384965831445,100,5,18,14.815532390029054,90
gene-LOC111118716,1.8333333333333328,0.06556133506718685,66.66666666666666,9,24.333333333333332,19.60867155112758,219
gene-LOC111111325,-3.768221900841061e-15,0,100,3,17,6.928203230275509,51
gene-LOC111116154,6.499999999999997,0.2927251732101615,100,3,26.333333333333332,12.013880860626733,79
gene-LOC111122704,-2.2857142857142883,0.035146811159112515,83.33333333333334,6,27.666666666666668,22.809354806014717,166
gene-LOC111121419,-19.999999999999996,1,NA,2,32,14.142135623730951,64
gene-LOC111115085,0.5985294117647059,0.03549037104962364,62.5,16,21.5625,15.125998589624862,345
gene-LOC111137561,19.46428571428571,0.45366721652003905,71.42857142857143,7,75.85714285714286,62.42710034226207,531
gene-LOC111110225,9.14285714285714,0.2636728808322175,83.33333333333334,6,45,33.310658954755006,270
gene-LOC111104106,-5.600000000000008,0.030541488118426163,100,4,80,41.368264809311654,320
gene-LOC111125887,4.111888111888111,0.1791530770215286,66.66666666666666,12,31.166666666666668,35.02682954363395,374
gene-LOC111125896,0.3877192982456141,0.02363236076837469,31.57894736842105,19,19.894736842105264,14.192700537177965,378
gene-LOC111125882,12.892857142857142,0.5159511291293192,100,7,34.857142857142854,38.77468491781965,244
gene-LOC111122605,-680.0000000000005,0.7494485297097018,100,3,749,785.4852003698096,2247
gene-LOC111127890,3.1909090909090914,0.04879440769931482,90.9090909090909,11,50.18181818181818,47.90995341642107,552
gene-LOC111119531,-0.849999999999999,0.07593421564811205,77.77777777777779,9,21.11111111111111,8.447550598316125,190
gene-LOC111102427,86.00000000000003,0.6064283371597246,100,3,94,110.43550153822818,282
gene-LOC111125338,-0.12597402597402638,0.0015509579268252513,28.57142857142857,21,35.666666666666664,19.847753861163568,749
gene-LOC111125382,101.50000000000006,0.6839743731604224,100,3,83.66666666666667,122.72869808375437,251
gene-LOC111130840,2.0439560439560425,0.11031099819400651,50,14,42,25.744304822022883,588
gene-LOC111127317,-6.2087912087912045,0.006579571802765562,92.3076923076923,13,124.6923076923077,298.0940524441306,1621
gene-Trnav-cac,NA,0,NA,1,6,NA,6
gene-Trnav-cac-2,NA,0,NA,1,1,NA,1
gene-LOC111128774,0.3039130434782606,0.013349021604233449,50,24,27.291666666666668,18.59985779905125,655
gene-Trnav-cac-3,NA,0,NA,1,0,NA,0
gene-LOC111128784,1.0000000000000004,0.03111111111111115,87.5,8,20.5,13.887301496588272,164
gene-LOC111130848,3.5098901098901094,0.11851340183238805,71.42857142857143,14,32.214285714285715,42.65096007834285,451
gene-LOC111123891,-1.4022556390977448,0.09040555758075511,50,20,37.25,27.59075932264279,745
gene-LOC111101094,NA,0,NA,1,357,NA,357
gene-LOC111110267,65.00000000000001,0.8241758241758242,100,3,87.66666666666667,71.59841711471933,263
gene-LOC111137833,4.309523809523808,0.35335166909345833,87.5,8,37.75,17.758297859230282,302
gene-LOC111137826,-12.121212121212121,0.3139104388405151,90,10,23.2,65.50114502815961,232
gene-LOC111111244,-5.0909090909090935,0.14644898569133638,81.81818181818183,11,23.90909090909091,44.121320346187616,263
gene-LOC111130860,3.9999999999999964,0.6575342465753427,100,3,18.666666666666668,4.932882862316247,56
gene-LOC111111488,0.4285714285714292,0.008466556822230123,69.23076923076923,13,31.76923076923077,18.13906395119773,413
gene-LOC111130870,-3.677941176470588,0.45137579392154575,68.75,16,25.3125,26.063304344102903,405
gene-LOC111129292,-120.50000000000007,0.7655533294669687,100,3,82,137.72073191789244,246
gene-LOC111110900,31.476190476190478,0.6937392997761611,75,8,89.75,92.56773581699898,718
gene-LOC111110891,NA,0,NA,1,215,NA,215
gene-LOC111110884,NA,0,NA,1,259,NA,259
gene-LOC111123767,NA,0,NA,1,275,NA,275
gene-LOC111127104,-2.5161764705882343,0.1312039234957763,62.5,16,53.1875,33.07208037000394,851
gene-LOC111100578,10.75151515151515,0.22017144273945718,80,10,56.6,69.37370619414182,566
gene-LOC111104267,-22.5,0.12629937629937615,100,3,72.33333333333333,63.31139971074193,217
gene-LOC111119653,-12.000000000000016,0.3393558523173603,100,3,41.333333333333336,20.5993527406405,124
gene-LOC111130876,3.2131868131868146,0.217174894635665,57.14285714285714,14,28.428571428571427,28.843648242828852,398
gene-LOC111101103,-40.990909090909085,0.4841374477192697,63.63636363636363,11,122.18181818181819,195.38875002508112,1344
gene-LOC111120458,2.146428571428572,0.24335404546908185,53.333333333333336,15,11.266666666666667,19.458625214492805,169
gene-LOC111120718,-0.8642857142857142,0.36970977408168076,66.66666666666666,15,3.533333333333333,6.3568485753181045,53
gene-LOC111111001,-8.1,0.3232815964523281,100,4,12.75,18.39157415774952,51
gene-LOC111100468,-1.1928571428571426,0.38113611516034995,53.333333333333336,15,4.333333333333333,8.640987597877148,65
gene-LOC111114510,0.09090909090909043,0.0028522532800912717,63.63636363636363,11,9.545454545454545,5.64559361561982,105
gene-LOC111104056,-1.1151960784313721,0.2582956541701602,47.05882352941176,17,12.176470588235293,11.080587157940046,207
gene-LOC111111403,0.22303921568627416,0.0015565414967459333,64.70588235294117,17,30.705882352941178,28.547689718001596,522
gene-LOC111130886,-0.6926470588235293,0.04357449065275998,56.25,16,25.3125,15.797547277979579,405
gene-LOC111099410,-0.24615384615384636,0.003823110644107517,52,25,36.68,29.299772467830987,917
gene-LOC111109848,-3.8571428571428563,0.31038006301268756,100,6,13.833333333333334,12.952477240538455,83
gene-LOC111109839,4.100000000000003,0.10001189909566878,100,5,45.2,20.498780451529306,226
gene-LOC111109321,-13.142857142857144,0.27354110334277765,75,8,58.5,61.55369316992395,468
gene-LOC111113745,19.914285714285715,0.6775594550428987,83.33333333333334,6,51.833333333333336,45.26109440420842,311
gene-LOC111134162,568,1,NA,2,312,401.636651713959,624
gene-LOC111109628,1.8333333333333344,0.04924036896364626,66.66666666666666,9,26.22222222222222,22.62618934872694,236
gene-LOC111103508,-15.000000000000002,0.12724804886325075,100,4,83.5,54.286278192559855,334
gene-LOC111137420,-0.4514705882352941,0.02280801737541669,68.75,16,27.1875,14.232445327490284,435
gene-LOC111137407,-0.2857142857142857,0.002939015429831009,85.71428571428571,7,20.571428571428573,11.385036127261415,144
gene-LOC111111015,5.078787878787879,0.4481535088055179,70,10,35.6,22.969545054266966,356
gene-LOC111100511,-0.8303030303030309,0.07416319934249263,70,10,18.1,9.230986464680312,181
gene-LOC111111357,13.500000000000004,0.9959016393442623,100,3,21,13.527749258468683,63
gene-LOC111101857,-6.1999999999999975,0.07228281308762696,100,4,41.5,29.77135088190211,166
gene-LOC111114229,-1.1433566433566436,0.16167680967680967,50,12,24.25,10.252494153309055,291
gene-LOC111130894,NA,0,NA,1,278,NA,278
gene-LOC111129231,1.1591304347826084,0.08916216451288089,54.166666666666664,24,28.166666666666668,27.44903049949704,676
gene-LOC111129268,18,0.3982888331612332,100,5,49.8,45.0965630619452,249
gene-LOC111129259,4.549999999999999,0.1353661637565689,77.77777777777779,9,37.55555555555556,33.8677985375161,338
gene-LOC111119081,-1.7142857142857153,0.018319367642568814,100,6,47.666666666666664,23.695287857856183,286
gene-LOC111123731,-0.048951048951050256,2.151559353618876e-5,83.33333333333334,12,30,38.05020606801206,360
gene-LOC111102556,-115.50000000000006,0.7111386534463454,100,3,105,136.9634987870856,315
gene-LOC111123911,NA,0,NA,1,400,NA,400
gene-LOC111120179,0.47272727272727355,7.972121162089961e-4,90.9090909090909,11,53.54545454545455,55.52902598887115,589
gene-LOC111100957,13.593939393939394,0.3672674654199988,70,10,61.1,67.91407970533226,611
gene-LOC111118371,0.30810117302052753,0.01365729910814687,40.625,32,27.34375,24.731603622529928,875
gene-LOC111130919,-2.9642857142857086,0.02746109445755464,85.71428571428571,7,35.714285714285715,38.64243904359681,250
gene-LOC111130926,2.157352941176471,0.10106496560199846,68.75,16,35.3125,32.30834515518656,565
gene-LOC111130935,0.08621013133208237,4.6179346356961125e-4,52.5,40,38.525,46.89923048955943,1541
gene-LOC111115104,-6.500000000000004,0.006564296442073599,100,3,100.33333333333333,80.22676195218983,301
gene-LOC111100011,0.07000000000000009,6.606386564473807e-4,54.166666666666664,24,23.375,19.257550749499927,561
gene-LOC111100027,-1.2999999999999963,0.0046210215465382785,100,5,33.4,30.23739406761105,167
gene-LOC111114533,-5.000000000000007,0.06443298969072142,100,3,42,19.697715603592208,126
gene-LOC111114772,1.4999999999999964,0.2500000000000001,100,3,13,3,39
gene-LOC111109516,0.07142857142857638,4.55539358600612e-5,85.71428571428571,7,34,22.861904265976328,238
